process_name,lifecycle_stage,category_path,location,unit,ref_flow,description,material_tags,semantic_text,Agricultural land occupation,Climate change,Fossil depletion,Freshwater ecotoxicity,Freshwater eutrophication,Human toxicity,Ionising radiation,Marine ecotoxicity,Marine eutrophication,Metal depletion,Natural land transformation,Ozone depletion,Particulate matter formation,Photochemical oxidant formation,Terrestrial acidification,Terrestrial ecotoxicity,Urban land occupation,Water depletion
"Polyacrylonitrile fibres (PAN), production mix, at plant, from acrylonitrile and methacrylate, PAN without additives",Raw Materials,Materials production > Plastics,EU-27,kg,polyacrylonitrile fibres (PAN),,other,"Process: Polyacrylonitrile fibres (PAN), production mix, at plant, from acrylonitrile and methacrylate, PAN without additives | Category: Materials production > Plastics | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: polyacrylonitrile fibres (PAN) | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0007 | Marine ecotoxicity: 0.0015 | Ozone depletion: 0.0 | Marine eutrophication: 0.0013 | Human toxicity: 0.0616 | Particulate matter formation: 0.0058 | Terrestrial acidification: 0.019 | Climate change: 5.7518 | Terrestrial ecotoxicity: 0.0001 | Photochemical oxidant formation: 0.0181 | Ionising radiation: 0.3804 | Metal depletion: 0.0042 | Freshwater eutrophication: 0.0",0.0,5.75184336,0.0,0.00070836,2.692e-05,0.06164237,0.38036572,0.00151559,0.0012778,0.0042218,0.0,3.2e-07,0.00582141,0.01806929,0.01902836,5.06e-05,0.0,9.998e-05
"Polypropylene fibres (PP), production mix, at plant, crude oil based, PP granulate without additives",Raw Materials,Materials production > Plastics,EU-27,kg,polypropylene fibres (PP),,crude oil,"Process: Polypropylene fibres (PP), production mix, at plant, crude oil based, PP granulate without additives | Category: Materials production > Plastics | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: crude oil | Unit: 1 kg | Reference Flow: polypropylene fibres (PP) | Description:  | Water depletion: 0.0022 | Freshwater ecotoxicity: 0.0004 | Marine ecotoxicity: 0.0011 | Ozone depletion: 0.0 | Marine eutrophication: 0.0002 | Human toxicity: 0.0408 | Particulate matter formation: 0.0024 | Terrestrial acidification: 0.0081 | Climate change: 2.3807 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0062 | Ionising radiation: 0.2011 | Metal depletion: 0.0022 | Freshwater eutrophication: 0.0",0.0,2.38074731,0.0,0.00043631,1.999e-05,0.04082554,0.20109326,0.00113516,0.00020497,0.0022458,0.0,1.7e-07,0.00241695,0.00620241,0.0081092,2.978e-05,0.0,0.00218474
"Polyethylene terephthalate fibres (PET), production mix, at plant, via dimethyl terephthalate (DMT), PET granulate without additives",Raw Materials,Materials production > Plastics,EU-27,kg,polyethylene terephthalate fibres (PET),,polyethylene,"Process: Polyethylene terephthalate fibres (PET), production mix, at plant, via dimethyl terephthalate (DMT), PET granulate without additives | Category: Materials production > Plastics | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: polyethylene | Unit: 1 kg | Reference Flow: polyethylene terephthalate fibres (PET) | Description:  | Water depletion: 0.0033 | Freshwater ecotoxicity: 0.0007 | Marine ecotoxicity: 0.0015 | Ozone depletion: 0.0 | Marine eutrophication: 0.0003 | Human toxicity: 0.0837 | Particulate matter formation: 0.0046 | Terrestrial acidification: 0.0161 | Climate change: 4.5176 | Terrestrial ecotoxicity: 0.0001 | Photochemical oxidant formation: 0.018 | Ionising radiation: 0.4967 | Metal depletion: 0.0028 | Freshwater eutrophication: 0.0",0.0,4.51760257,0.0,0.00066779,3.109e-05,0.08371491,0.49665478,0.00145122,0.00033307,0.00281538,0.0,4.1e-07,0.00462083,0.01802299,0.01612923,6.129e-05,0.0,0.00329123
"Waste water treatment, at waste water treatment plant, chemical reduction/oxidation process, municipal waste water",Raw Materials,End-of-life treatment > Waste water treatment,RER,kg,waste water - untreated,,water,"Process: Waste water treatment, at waste water treatment plant, chemical reduction/oxidation process, municipal waste water | Category: End-of-life treatment > Waste water treatment | Lifecycle Stage: Raw Materials | Location: RER | Materials: water | Unit: 1 kg | Reference Flow: waste water - untreated | Description:  | Freshwater ecotoxicity: 0.0013 | Marine ecotoxicity: 0.0012 | Marine eutrophication: 0.0002 | Human toxicity: 0.1198 | Terrestrial ecotoxicity: 0.0 | Freshwater eutrophication: 0.0",-0.0,-0.0,-0.0,0.00128311,3.903e-05,0.11976966,-0.0,0.00119198,0.00020076,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.35e-06,-0.0,-0.0
"Waste water treatment, at waste water treatment plant, industrial waste water according to the Directive 91/271/EEC concerning urban waste water treatment, slightly organic contaminated",Raw Materials,End-of-life treatment > Waste water treatment,EU-27,kg,waste water - untreated,,water,"Process: Waste water treatment, at waste water treatment plant, industrial waste water according to the Directive 91/271/EEC concerning urban waste water treatment, slightly organic contaminated | Category: End-of-life treatment > Waste water treatment | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: water | Unit: 1 kg | Reference Flow: waste water - untreated | Description:  | Water depletion: -0.0009 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0002 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0366 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0001 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",-0.0,0.03660302,-0.0,9.52e-06,3e-08,0.00019336,0.00013093,1.014e-05,1.624e-05,5.13e-06,-0.0,0.0,2.415e-05,7.815e-05,7.63e-05,2.1e-07,-0.0,-0.00086312
"Waste water treatment, at waste water treatment plant, industrial waste water according to the Directive 91/271/EEC concerning urban waste water treatment, slightly organic and anorganic contaminated",Raw Materials,End-of-life treatment > Waste water treatment,EU-27,kg,waste water - untreated,,water,"Process: Waste water treatment, at waste water treatment plant, industrial waste water according to the Directive 91/271/EEC concerning urban waste water treatment, slightly organic and anorganic contaminated | Category: End-of-life treatment > Waste water treatment | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: water | Unit: 1 kg | Reference Flow: waste water - untreated | Description:  | Water depletion: -0.0009 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0002 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0366 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0001 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",-0.0,0.036603,-0.0,5.87e-06,3e-08,0.00018929,0.00013093,6.86e-06,1.103e-05,5.13e-06,-0.0,0.0,2.415e-05,7.815e-05,7.63e-05,2.1e-07,-0.0,-0.00086312
"Waste water treatment, at waste water treatment plant, industrial waste water according to the Directive 91/271/EEC concerning urban waste water treatment, organic contaminated",Raw Materials,End-of-life treatment > Waste water treatment,EU-27,kg,waste water - untreated,,water,"Process: Waste water treatment, at waste water treatment plant, industrial waste water according to the Directive 91/271/EEC concerning urban waste water treatment, organic contaminated | Category: End-of-life treatment > Waste water treatment | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: water | Unit: 1 kg | Reference Flow: waste water - untreated | Description:  | Water depletion: -0.0007 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0004 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0002 | Climate change: 0.0836 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0003 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",-0.0,0.08359699,-0.0,1.825e-05,6e-08,0.00043252,0.00025421,2.004e-05,3.219e-05,1.166e-05,-0.0,0.0,5.488e-05,0.00017812,0.00017325,4.7e-07,-0.0,-0.0006628
"Benzene, production mix, at plant, technology mix, from pyrolysis gasoline, reformate and toluene dealkylation, liquid",Raw Materials,Materials production > Organic chemicals,EU-27,kg,benzene,,other,"Process: Benzene, production mix, at plant, technology mix, from pyrolysis gasoline, reformate and toluene dealkylation, liquid | Category: Materials production > Organic chemicals | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: benzene | Description:  | Water depletion: -0.0008 | Freshwater ecotoxicity: 0.0002 | Marine ecotoxicity: 0.0009 | Ozone depletion: 0.0 | Marine eutrophication: 0.0001 | Human toxicity: 0.0178 | Particulate matter formation: 0.001 | Terrestrial acidification: 0.0037 | Climate change: 1.3966 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0034 | Ionising radiation: 0.0265 | Metal depletion: 0.0016 | Freshwater eutrophication: 0.0",0.0,1.39659915,0.0,0.00018943,1.627e-05,0.01778841,0.02646631,0.00092832,0.00011952,0.00156706,0.0,2e-08,0.00104694,0.00337161,0.00369231,1.63e-05,0.0,-0.00083724
"Rail transport, technology mix, diesel driven, cargo",Transport & Packaging,Transport services > Rail,RER,t*km,transport in t*km,,other,"Process: Rail transport, technology mix, diesel driven, cargo | Category: Transport services > Rail | Lifecycle Stage: Transport & Packaging | Location: RER | Materials: other | Unit: 1 t*km | Reference Flow: transport in t*km | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0001 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0003 | Climate change: 0.0272 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0004 | Ionising radiation: 0.0001 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.02724347,0.0,5.9e-07,8e-08,9.043e-05,6.135e-05,7.02e-06,1.529e-05,5.84e-06,0.0,0.0,0.0001135,0.0004444,0.00025119,8e-08,0.0,2.23e-06
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,SE,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: SE | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0 | Human toxicity: 0.0012 | Particulate matter formation: 0.0001 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0002 | Climate change: 0.103 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0003 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",5.02e-06,0.1029845,0.0,3e-06,2e-08,0.00119528,0.00029814,6.327e-05,4.82e-06,6.876e-05,-2e-08,0.0,5.112e-05,0.00011974,0.0001712,9.9e-07,7.53e-06,3.007e-05
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,SI,MJ,Electricity,,other,"Process: Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: SI | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0025 | Freshwater ecotoxicity: 0.0005 | Marine ecotoxicity: 0.0004 | Marine eutrophication: 0.0 | Human toxicity: 0.0725 | Particulate matter formation: 0.0004 | Urban land occupation: 0.0001 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0013 | Climate change: 0.4415 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.001 | Ionising radiation: 0.094 | Metal depletion: 0.0035 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",4.864e-05,0.44152786,0.0,0.00052266,2e-08,0.07247603,0.09401313,0.00042901,4.073e-05,0.00348035,-1.766e-05,0.0,0.00040225,0.00096825,0.00134386,7.76e-06,7.296e-05,0.00252957
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,PL,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: PL | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0002 | Marine eutrophication: 0.0 | Human toxicity: 0.0098 | Particulate matter formation: 0.0002 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0008 | Climate change: 0.1045 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0003 | Ionising radiation: 0.0001 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",1.084e-05,0.10453405,0.0,1.066e-05,2e-08,0.00982402,8.286e-05,0.00016341,7.68e-06,0.00011962,-1.1e-07,0.0,0.00019681,0.00025204,0.00076053,1.387e-05,1.626e-05,5.427e-05
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,CZ,MJ,Electricity,,other,"Process: Electricity grid mix, consumption mix, at consumer, AC, 230V | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: CZ | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0031 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0001 | Human toxicity: 0.0183 | Particulate matter formation: 0.0014 | Urban land occupation: 0.0001 | Agricultural land occupation: 0.0001 | Terrestrial acidification: 0.0051 | Climate change: 0.8344 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0023 | Ionising radiation: 0.0822 | Metal depletion: 0.0007 | Freshwater eutrophication: 0.0 | Natural land transformation: 0.0",5.674e-05,0.83441091,0.0,0.00012808,2e-08,0.01825727,0.08222016,8.843e-05,8.334e-05,0.00067966,-3.352e-05,0.0,0.00140915,0.00228661,0.00512667,1.202e-05,8.51e-05,0.00306252
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,HU,MJ,process steam,,other,"Process: Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: HU | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0003 | Particulate matter formation: 0.0001 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0002 | Climate change: 0.1087 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0002 | Metal depletion: 0.0002 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",1.318e-05,0.10873356,0.0,4.11e-06,2e-08,0.00034692,0.00021366,4.61e-06,7.01e-06,0.00015487,-8e-08,0.0,5.676e-05,0.00018874,0.0001715,1.8e-07,1.977e-05,5.88e-05
"Oxygen, production mix, at plant, via cryogenic air separation, gaseous",Raw Materials,Materials production > Inorganic chemicals,EU-27,kg,oxygen,,other,"Process: Oxygen, production mix, at plant, via cryogenic air separation, gaseous | Category: Materials production > Inorganic chemicals | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: oxygen | Description:  | Water depletion: 0.0004 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0047 | Particulate matter formation: 0.0003 | Terrestrial acidification: 0.001 | Climate change: 0.1485 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0003 | Ionising radiation: 0.0434 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.1485241,0.0,4.506e-05,1.4e-07,0.00471254,0.04341137,3.012e-05,1.157e-05,4.617e-05,0.0,4e-08,0.00026053,0.00034342,0.00096821,3.29e-06,0.0,0.00042493
"Electricity Mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,CH,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, 230V | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: CH | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.001 | Freshwater ecotoxicity: 0.0002 | Marine ecotoxicity: 0.0001 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0041 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0856 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.2113 | Metal depletion: 0.0002 | Freshwater eutrophication: 0.0",0.0,0.08559512,0.0,0.00020876,6e-08,0.00411197,0.21134919,5.124e-05,6.9e-06,0.0002372,0.0,1.7e-07,4.773e-05,0.00010556,0.00014883,4.18e-06,0.0,0.00098319
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,HU,MJ,Electricity,,other,"Process: Electricity grid mix, consumption mix, at consumer, AC, 230V | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: HU | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0033 | Freshwater ecotoxicity: 0.0002 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0 | Human toxicity: 0.0179 | Particulate matter formation: 0.0005 | Urban land occupation: 0.0001 | Agricultural land occupation: 0.0001 | Terrestrial acidification: 0.0017 | Climate change: 0.5501 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0011 | Ionising radiation: 0.1134 | Metal depletion: 0.0009 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",8.781e-05,0.55006944,0.0,0.00020643,3e-08,0.01785711,0.1134047,0.00010534,4.452e-05,0.00094933,-1.522e-05,0.0,0.0005367,0.0011292,0.00171652,8.17e-06,0.00013171,0.00334323
"Hard coal mix, consumption mix, at consumer, technology mix",Raw Materials,Energy carriers and technologies > Hard coal based fuels,EU-27,kg,"Hard coal, at consumer EU-27",,coal,"Process: Hard coal mix, consumption mix, at consumer, technology mix | Category: Energy carriers and technologies > Hard coal based fuels | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: coal | Unit: 1 kg | Reference Flow: Hard coal, at consumer EU-27 | Description:  | Water depletion: 0.0004 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0001 | Human toxicity: 0.005 | Particulate matter formation: 0.0004 | Urban land occupation: 0.001 | Agricultural land occupation: 0.0007 | Terrestrial acidification: 0.0013 | Climate change: 0.3366 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0015 | Ionising radiation: 0.002 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",0.00065929,0.3365575,0.0,3.987e-05,4e-08,0.0050104,0.00198972,5.952e-05,5.266e-05,9.301e-05,-2.028e-05,0.0,0.00044327,0.00145073,0.00129088,1.36e-06,0.00098893,0.00043122
"Waste incineration of plastics (PE, PP, PS, PB), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,"waste incineration of plastics (PE, PP, PS, PB)",,plastic,"Process: Waste incineration of plastics (PE, PP, PS, PB), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: plastic | Unit: 1 kg | Reference Flow: waste incineration of plastics (PE, PP, PS, PB) | Description:  | Water depletion: 6.6 | Freshwater ecotoxicity: 0.0041 | Marine ecotoxicity: 0.0044 | Ozone depletion: 0.0 | Marine eutrophication: 0.015 | Human toxicity: 0.4691 | Particulate matter formation: 0.0769 | Terrestrial acidification: 0.3342 | Climate change: 3225.5166 | Terrestrial ecotoxicity: 0.0003 | Photochemical oxidant formation: 0.2122 | Ionising radiation: 3.3596 | Metal depletion: 0.0167 | Freshwater eutrophication: 0.0001",-0.0,3225.51662609,-0.0,0.00410239,0.00011355,0.46911754,3.35956409,0.00436764,0.01496661,0.01673021,-0.0,2.77e-06,0.07692083,0.21220654,0.33422431,0.00028018,-0.0,6.59995261
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,EE,MJ,process steam,,other,"Process: Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: EE | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0003 | Particulate matter formation: 0.0001 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0002 | Climate change: 0.1068 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0001 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",1.255e-05,0.10684855,0.0,3.1e-06,2e-08,0.00033956,8.286e-05,4.12e-06,4.84e-06,0.00013425,-1e-07,0.0,5.396e-05,0.00014373,0.00017094,1.9e-07,1.882e-05,6.113e-05
"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,SE,MJ,process steam from natural gas,,natural gas,"Process: Process steam from natural gas, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: SE | Materials: natural gas | Unit: 1 MJ | Reference Flow: process steam from natural gas | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0001 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0 | Climate change: 0.0695 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0002 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.06945015,0.0,1.8e-07,2e-08,5.969e-05,0.00015683,1.67e-06,1.98e-06,1.095e-05,0.0,0.0,1.298e-05,5.202e-05,3.738e-05,3e-08,0.0,9.5e-07
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,CY,MJ,process steam from light fuel oil,,other,"Process: Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: CY | Materials: other | Unit: 1 MJ | Reference Flow: process steam from light fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0004 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0002 | Climate change: 0.0941 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0002 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.0940977,0.0,2.23e-06,3e-07,0.0004346,0.00023491,2.611e-05,6.95e-06,2.704e-05,0.0,0.0,6.984e-05,0.00019129,0.00022032,4e-07,0.0,8.43e-06
"Steel hot rolled coil (ILCD), production mix, at plant, blast furnace route, 1kg, typical thickness between 2 - 7 mm. typical width between 600 - 2100 mm",Raw Materials,Materials production > Metals and semimetals,GLO,kg,Steel hot rolled coil,,steel,"Process: Steel hot rolled coil (ILCD), production mix, at plant, blast furnace route, 1kg, typical thickness between 2 - 7 mm. typical width between 600 - 2100 mm | Category: Materials production > Metals and semimetals | Lifecycle Stage: Raw Materials | Location: GLO | Materials: steel | Unit: 1 kg | Reference Flow: Steel hot rolled coil | Description:  | Water depletion: -0.0013 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0002 | Marine eutrophication: 0.0003 | Human toxicity: 0.0905 | Particulate matter formation: 0.0026 | Terrestrial acidification: 0.0041 | Climate change: 2.0527 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.004 | Ionising radiation: 0.0045 | Metal depletion: 1.3433 | Freshwater eutrophication: 0.0",0.0,2.05270623,0.0,4.369e-05,9.6e-07,0.09046232,0.00445759,0.00018248,0.00033554,1.34325408,0.0,0.0,0.00259932,0.00401014,0.00411111,2.452e-05,0.0,-0.00129735
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,LT,MJ,process steam,,other,"Process: Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: LT | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0004 | Particulate matter formation: 0.0001 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0002 | Climate change: 0.108 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0003 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",1.231e-05,0.1080002,0.0,3.91e-06,2e-08,0.00042047,0.00034724,4.59e-06,4.85e-06,0.00013477,-6e-08,0.0,5.234e-05,0.00014163,0.00016617,1.9e-07,1.846e-05,6.279e-05
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,IS,MJ,Electricity,,other,"Process: Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: IS | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0061 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0002 | Particulate matter formation: 0.0 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0 | Climate change: 0.0173 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0 | Ionising radiation: 0.0 | Metal depletion: 0.005 | Natural land transformation: -0.0",4.73e-06,0.01733869,0.0,9.5e-07,0.0,0.0002044,3.166e-05,1.48e-06,1.8e-07,0.00504578,-9e-08,0.0,1.47e-06,4.57e-06,3.65e-06,5e-08,7.09e-06,0.0060871
